uses_https,suspicious_patterns_count,domain_age_days,uses_suspicious_tld,domain_length,uses_ip,redirects,subdomains_count,url_length,label
0.0,2.0,7.0,1.0,33.0,1.0,0.0,2.0,113.0,1.0
1.0,0.0,6078.0,1.0,9.0,0.0,1.0,1.0,49.0,0.0
1.0,2.0,3804.0,0.0,19.0,0.0,0.0,1.0,56.0,0.0
0.0,8.0,41.0,1.0,33.0,0.0,3.0,4.0,74.0,1.0
1.0,6.0,50.0,0.0,30.0,0.0,0.0,2.0,150.0,1.0
0.0,4.0,77.0,1.0,10.0,0.0,4.0,3.0,88.0,1.0
1.0,2.0,737.0,0.0,23.0,1.0,0.0,0.0,20.0,0.0
0.0,6.0,90.0,1.0,16.0,1.0,1.0,5.0,134.0,1.0
0.0,4.0,41.0,0.0,40.0,0.0,0.0,4.0,158.0,1.0
0.0,4.0,133.0,0.0,21.0,1.0,0.0,5.0,117.0,1.0
0.0,5.0,76.0,1.0,49.0,0.0,2.0,0.0,172.0,1.0
1.0,0.0,629.0,0.0,16.0,0.0,0.0,2.0,52.0,0.0
0.0,0.0,5390.0,0.0,12.0,0.0,0.0,1.0,21.0,0.0
1.0,0.0,1021.0,0.0,19.0,1.0,0.0,1.0,47.0,0.0
1.0,5.0,57.0,0.0,16.0,0.0,1.0,5.0,119.0,1.0
1.0,0.0,9785.0,1.0,9.0,0.0,1.0,2.0,30.0,0.0
1.0,7.0,123.0,0.0,33.0,0.0,0.0,3.0,159.0,1.0
1.0,1.0,7733.0,0.0,16.0,0.0,0.0,1.0,22.0,0.0
1.0,0.0,237.0,0.0,24.0,1.0,0.0,0.0,64.0,0.0
0.0,6.0,3.0,1.0,25.0,1.0,5.0,1.0,150.0,1.0
1.0,0.0,6939.0,0.0,13.0,0.0,0.0,0.0,60.0,0.0
1.0,7.0,14.0,0.0,20.0,0.0,3.0,4.0,69.0,1.0
1.0,1.0,5186.0,0.0,21.0,0.0,1.0,1.0,19.0,0.0
1.0,2.0,172.0,1.0,49.0,1.0,8.0,3.0,181.0,1.0
0.0,6.0,52.0,1.0,30.0,0.0,1.0,3.0,73.0,1.0
0.0,1.0,1568.0,0.0,18.0,0.0,2.0,2.0,73.0,0.0
0.0,8.0,99.0,0.0,27.0,0.0,1.0,1.0,128.0,1.0
0.0,4.0,112.0,1.0,21.0,1.0,2.0,0.0,170.0,1.0
1.0,0.0,6491.0,0.0,23.0,0.0,0.0,1.0,56.0,0.0
1.0,4.0,28.0,1.0,24.0,0.0,5.0,1.0,151.0,1.0
0.0,1.0,27.0,1.0,39.0,1.0,0.0,0.0,168.0,1.0
0.0,1.0,3877.0,1.0,7.0,0.0,0.0,1.0,49.0,0.0
0.0,4.0,89.0,0.0,26.0,1.0,5.0,3.0,149.0,1.0
0.0,4.0,43.0,1.0,17.0,0.0,6.0,5.0,198.0,1.0
1.0,0.0,8530.0,0.0,7.0,0.0,0.0,0.0,69.0,0.0
0.0,3.0,110.0,1.0,45.0,0.0,0.0,4.0,194.0,1.0
1.0,0.0,2243.0,0.0,12.0,1.0,0.0,0.0,30.0,0.0
1.0,4.0,58.0,1.0,16.0,1.0,0.0,0.0,154.0,1.0
1.0,0.0,4852.0,0.0,12.0,0.0,0.0,0.0,69.0,0.0
1.0,0.0,4957.0,0.0,4.0,0.0,0.0,2.0,19.0,0.0
1.0,1.0,8316.0,0.0,8.0,0.0,0.0,0.0,71.0,0.0
1.0,0.0,2958.0,0.0,9.0,1.0,2.0,1.0,78.0,0.0
1.0,0.0,4297.0,0.0,15.0,0.0,1.0,0.0,46.0,0.0
0.0,1.0,3502.0,1.0,18.0,0.0,0.0,0.0,42.0,0.0
1.0,4.0,46.0,1.0,13.0,1.0,0.0,1.0,51.0,1.0
0.0,5.0,99.0,1.0,41.0,0.0,4.0,1.0,149.0,1.0
1.0,0.0,318.0,0.0,12.0,0.0,3.0,1.0,40.0,0.0
0.0,2.0,264.0,0.0,13.0,0.0,0.0,1.0,63.0,0.0
1.0,1.0,7698.0,0.0,4.0,1.0,2.0,0.0,63.0,0.0
1.0,0.0,1094.0,0.0,10.0,0.0,1.0,1.0,70.0,0.0
1.0,0.0,6693.0,0.0,21.0,0.0,1.0,1.0,40.0,0.0
1.0,1.0,9996.0,0.0,3.0,1.0,0.0,1.0,67.0,0.0
0.0,5.0,87.0,1.0,20.0,0.0,2.0,3.0,161.0,1.0
1.0,0.0,14.0,0.0,12.0,0.0,5.0,1.0,148.0,1.0
1.0,1.0,8258.0,0.0,11.0,0.0,1.0,0.0,75.0,0.0
1.0,0.0,862.0,0.0,15.0,0.0,0.0,2.0,55.0,0.0
1.0,1.0,9440.0,0.0,19.0,0.0,2.0,1.0,17.0,0.0
0.0,4.0,157.0,0.0,19.0,0.0,0.0,1.0,156.0,1.0
1.0,0.0,2952.0,1.0,14.0,0.0,0.0,1.0,45.0,0.0
0.0,5.0,13.0,0.0,33.0,0.0,8.0,2.0,194.0,1.0
0.0,1.0,8.0,0.0,31.0,1.0,0.0,5.0,174.0,1.0
1.0,1.0,76.0,1.0,11.0,0.0,1.0,5.0,169.0,1.0
1.0,0.0,9849.0,0.0,12.0,0.0,0.0,2.0,30.0,0.0
0.0,0.0,8282.0,0.0,11.0,0.0,1.0,0.0,34.0,0.0
0.0,4.0,32.0,0.0,20.0,1.0,0.0,3.0,119.0,1.0
1.0,1.0,70.0,1.0,39.0,0.0,1.0,5.0,69.0,1.0
0.0,1.0,9670.0,0.0,4.0,0.0,1.0,2.0,30.0,0.0
1.0,0.0,5893.0,0.0,21.0,0.0,2.0,2.0,67.0,0.0
0.0,6.0,41.0,1.0,22.0,0.0,1.0,0.0,150.0,1.0
1.0,4.0,10.0,1.0,49.0,1.0,1.0,5.0,145.0,1.0
0.0,2.0,14.0,1.0,24.0,0.0,0.0,3.0,129.0,1.0
0.0,5.0,44.0,1.0,22.0,0.0,0.0,3.0,141.0,1.0
1.0,2.0,66.0,1.0,17.0,0.0,4.0,2.0,102.0,1.0
0.0,6.0,9.0,1.0,35.0,1.0,7.0,5.0,115.0,1.0
0.0,5.0,98.0,1.0,40.0,1.0,6.0,3.0,160.0,1.0
0.0,6.0,84.0,1.0,13.0,0.0,3.0,2.0,125.0,1.0
0.0,0.0,8800.0,1.0,20.0,1.0,0.0,2.0,52.0,0.0
1.0,2.0,78.0,0.0,27.0,0.0,2.0,4.0,71.0,1.0
1.0,0.0,8759.0,1.0,14.0,0.0,0.0,0.0,34.0,0.0
0.0,7.0,16.0,1.0,33.0,1.0,1.0,1.0,159.0,1.0
0.0,0.0,881.0,0.0,25.0,0.0,1.0,2.0,44.0,0.0
1.0,2.0,36.0,1.0,42.0,0.0,2.0,5.0,179.0,1.0
1.0,0.0,1961.0,0.0,24.0,0.0,1.0,1.0,60.0,0.0
0.0,5.0,47.0,0.0,29.0,0.0,6.0,5.0,115.0,1.0
1.0,0.0,3904.0,0.0,3.0,0.0,0.0,1.0,57.0,0.0
1.0,5.0,26.0,0.0,37.0,1.0,3.0,1.0,69.0,1.0
0.0,1.0,3332.0,0.0,3.0,0.0,1.0,0.0,70.0,0.0
1.0,4.0,21.0,0.0,37.0,0.0,0.0,0.0,142.0,1.0
1.0,3.0,35.0,0.0,47.0,0.0,2.0,0.0,72.0,1.0
1.0,1.0,4871.0,0.0,9.0,0.0,2.0,1.0,71.0,0.0
1.0,0.0,8621.0,0.0,10.0,0.0,0.0,0.0,67.0,0.0
1.0,3.0,65.0,1.0,14.0,0.0,0.0,1.0,198.0,1.0
1.0,1.0,99.0,0.0,22.0,1.0,1.0,1.0,51.0,0.0
1.0,0.0,1096.0,0.0,5.0,0.0,1.0,0.0,39.0,0.0
1.0,5.0,11.0,0.0,39.0,0.0,4.0,0.0,120.0,1.0
1.0,5.0,93.0,0.0,11.0,0.0,1.0,5.0,152.0,1.0
1.0,0.0,1415.0,1.0,7.0,0.0,0.0,0.0,63.0,0.0
1.0,1.0,3325.0,0.0,22.0,0.0,0.0,1.0,60.0,0.0
1.0,0.0,187.0,0.0,22.0,0.0,1.0,0.0,44.0,0.0
1.0,4.0,25.0,0.0,42.0,0.0,2.0,3.0,179.0,1.0
1.0,0.0,2734.0,1.0,5.0,0.0,0.0,1.0,10.0,0.0
0.0,1.0,8054.0,0.0,3.0,0.0,0.0,2.0,23.0,0.0
0.0,2.0,3600.0,0.0,6.0,0.0,0.0,1.0,35.0,0.0
0.0,1.0,7254.0,0.0,12.0,1.0,2.0,1.0,11.0,0.0
1.0,8.0,43.0,1.0,29.0,0.0,2.0,2.0,165.0,1.0
1.0,1.0,7971.0,0.0,25.0,1.0,1.0,1.0,59.0,0.0
1.0,1.0,8664.0,0.0,21.0,1.0,2.0,0.0,71.0,0.0
1.0,0.0,2844.0,1.0,23.0,0.0,1.0,1.0,41.0,0.0
1.0,0.0,6049.0,0.0,14.0,1.0,0.0,1.0,68.0,0.0
1.0,7.0,69.0,0.0,43.0,1.0,0.0,4.0,138.0,1.0
1.0,5.0,1396.0,0.0,3.0,0.0,0.0,1.0,60.0,0.0
1.0,4.0,20.0,1.0,47.0,1.0,1.0,5.0,165.0,1.0
1.0,6.0,41.0,1.0,35.0,1.0,6.0,0.0,149.0,1.0
0.0,4.0,84.0,0.0,29.0,1.0,0.0,4.0,166.0,1.0
0.0,6.0,61.0,1.0,34.0,1.0,2.0,4.0,194.0,1.0
1.0,4.0,68.0,1.0,16.0,1.0,9.0,2.0,54.0,1.0
1.0,3.0,14.0,0.0,23.0,0.0,2.0,1.0,77.0,1.0
1.0,0.0,2042.0,0.0,14.0,1.0,1.0,2.0,34.0,0.0
0.0,5.0,80.0,1.0,21.0,1.0,1.0,2.0,96.0,1.0
1.0,1.0,90.0,0.0,30.0,1.0,3.0,1.0,75.0,1.0
0.0,5.0,118.0,1.0,28.0,1.0,1.0,0.0,89.0,1.0
0.0,6.0,78.0,0.0,30.0,0.0,0.0,1.0,75.0,1.0
1.0,2.0,6205.0,0.0,23.0,0.0,0.0,2.0,16.0,0.0
1.0,6.0,11.0,0.0,14.0,0.0,7.0,0.0,200.0,1.0
0.0,3.0,67.0,0.0,35.0,1.0,7.0,1.0,152.0,1.0
1.0,2.0,4957.0,0.0,3.0,0.0,1.0,1.0,69.0,0.0
1.0,0.0,5236.0,0.0,19.0,0.0,2.0,2.0,58.0,0.0
1.0,3.0,162.0,0.0,27.0,1.0,0.0,3.0,160.0,1.0
0.0,0.0,996.0,0.0,24.0,0.0,0.0,1.0,21.0,0.0
1.0,6.0,107.0,1.0,16.0,1.0,3.0,1.0,60.0,1.0
1.0,1.0,119.0,0.0,10.0,1.0,0.0,2.0,115.0,1.0
0.0,4.0,142.0,0.0,16.0,0.0,0.0,1.0,146.0,1.0
1.0,5.0,31.0,1.0,42.0,0.0,2.0,1.0,157.0,1.0
1.0,0.0,5012.0,0.0,3.0,0.0,0.0,1.0,10.0,0.0
0.0,5.0,82.0,1.0,39.0,1.0,2.0,4.0,137.0,1.0
1.0,2.0,1548.0,0.0,5.0,1.0,0.0,1.0,72.0,0.0
1.0,1.0,9931.0,0.0,25.0,1.0,0.0,0.0,22.0,0.0
1.0,4.0,130.0,1.0,50.0,1.0,3.0,4.0,89.0,1.0
1.0,0.0,6221.0,0.0,19.0,0.0,1.0,2.0,47.0,0.0
1.0,0.0,9439.0,0.0,16.0,0.0,1.0,0.0,11.0,0.0
1.0,1.0,7749.0,0.0,25.0,1.0,2.0,0.0,21.0,0.0
1.0,3.0,1093.0,0.0,4.0,1.0,0.0,1.0,69.0,0.0
0.0,7.0,14.0,0.0,23.0,1.0,0.0,4.0,138.0,1.0
1.0,4.0,48.0,0.0,19.0,0.0,3.0,1.0,117.0,1.0
0.0,4.0,75.0,0.0,45.0,1.0,8.0,5.0,186.0,1.0
0.0,6.0,95.0,1.0,42.0,0.0,0.0,5.0,120.0,1.0
1.0,0.0,9190.0,0.0,13.0,1.0,0.0,1.0,55.0,0.0
0.0,0.0,8188.0,1.0,3.0,0.0,0.0,0.0,29.0,0.0
1.0,0.0,7254.0,0.0,21.0,0.0,1.0,1.0,51.0,0.0
1.0,1.0,4586.0,0.0,10.0,0.0,1.0,0.0,30.0,0.0
0.0,1.0,19.0,0.0,29.0,0.0,1.0,3.0,127.0,1.0
1.0,0.0,4738.0,0.0,20.0,0.0,0.0,1.0,44.0,0.0
0.0,5.0,111.0,0.0,15.0,1.0,4.0,1.0,118.0,1.0
1.0,0.0,6027.0,0.0,8.0,0.0,1.0,0.0,32.0,0.0
1.0,0.0,8083.0,0.0,21.0,0.0,0.0,1.0,27.0,0.0
1.0,4.0,5.0,0.0,29.0,1.0,1.0,3.0,112.0,1.0
1.0,1.0,209.0,1.0,23.0,0.0,0.0,2.0,39.0,0.0
0.0,0.0,3001.0,0.0,16.0,0.0,0.0,2.0,76.0,0.0
0.0,0.0,3634.0,0.0,6.0,0.0,0.0,2.0,35.0,0.0
0.0,1.0,776.0,1.0,18.0,0.0,0.0,0.0,46.0,0.0
0.0,2.0,32.0,0.0,47.0,0.0,1.0,4.0,196.0,1.0
1.0,1.0,2287.0,0.0,13.0,0.0,0.0,1.0,56.0,0.0
0.0,2.0,49.0,1.0,50.0,0.0,3.0,5.0,166.0,1.0
1.0,7.0,6.0,0.0,13.0,1.0,0.0,3.0,139.0,1.0
0.0,0.0,2960.0,0.0,3.0,0.0,1.0,1.0,60.0,0.0
0.0,1.0,62.0,0.0,13.0,1.0,2.0,4.0,67.0,1.0
0.0,1.0,7480.0,0.0,24.0,0.0,0.0,2.0,38.0,0.0
1.0,7.0,117.0,1.0,41.0,0.0,4.0,1.0,120.0,1.0
0.0,7.0,41.0,1.0,18.0,0.0,2.0,0.0,99.0,1.0
1.0,0.0,8244.0,1.0,22.0,1.0,1.0,1.0,63.0,0.0
0.0,5.0,116.0,0.0,22.0,1.0,9.0,3.0,169.0,1.0
1.0,3.0,48.0,1.0,37.0,0.0,0.0,0.0,166.0,1.0
0.0,9.0,98.0,0.0,21.0,1.0,6.0,3.0,154.0,1.0
0.0,3.0,13.0,0.0,22.0,1.0,7.0,0.0,107.0,1.0
0.0,3.0,29.0,1.0,37.0,0.0,1.0,4.0,105.0,1.0
1.0,2.0,52.0,1.0,34.0,0.0,1.0,0.0,74.0,1.0
1.0,4.0,49.0,0.0,37.0,0.0,1.0,5.0,147.0,1.0
1.0,0.0,7170.0,0.0,19.0,0.0,0.0,1.0,24.0,0.0
1.0,1.0,515.0,0.0,14.0,1.0,0.0,0.0,58.0,0.0
0.0,5.0,30.0,1.0,26.0,1.0,1.0,3.0,159.0,1.0
0.0,8.0,52.0,0.0,36.0,1.0,1.0,3.0,119.0,1.0
0.0,7.0,35.0,1.0,15.0,0.0,0.0,3.0,179.0,1.0
0.0,5.0,53.0,1.0,23.0,1.0,0.0,5.0,118.0,1.0
1.0,3.0,106.0,0.0,17.0,0.0,0.0,3.0,87.0,1.0
1.0,0.0,6255.0,0.0,19.0,0.0,1.0,2.0,12.0,0.0
0.0,3.0,101.0,0.0,28.0,1.0,1.0,5.0,119.0,1.0
1.0,0.0,8701.0,1.0,19.0,0.0,0.0,2.0,26.0,0.0
0.0,2.0,141.0,0.0,29.0,1.0,0.0,1.0,128.0,1.0
1.0,0.0,9378.0,0.0,10.0,0.0,1.0,0.0,68.0,0.0
1.0,0.0,5246.0,0.0,5.0,0.0,2.0,0.0,26.0,0.0
0.0,2.0,13.0,0.0,15.0,1.0,0.0,0.0,121.0,1.0
0.0,0.0,4070.0,0.0,12.0,0.0,0.0,2.0,74.0,0.0
1.0,0.0,8698.0,0.0,8.0,0.0,0.0,2.0,58.0,0.0
1.0,0.0,2530.0,1.0,22.0,1.0,1.0,2.0,22.0,0.0
1.0,6.0,36.0,0.0,28.0,1.0,0.0,5.0,155.0,1.0
0.0,9.0,89.0,0.0,15.0,0.0,6.0,3.0,94.0,1.0
0.0,0.0,4633.0,0.0,21.0,0.0,1.0,0.0,29.0,0.0
1.0,1.0,5482.0,0.0,7.0,0.0,1.0,0.0,40.0,0.0
1.0,2.0,6289.0,0.0,6.0,0.0,1.0,1.0,41.0,0.0
1.0,3.0,102.0,1.0,22.0,0.0,9.0,4.0,114.0,1.0
0.0,4.0,13.0,0.0,45.0,1.0,2.0,3.0,138.0,1.0
1.0,3.0,108.0,0.0,37.0,1.0,1.0,2.0,187.0,1.0
0.0,4.0,24.0,1.0,23.0,1.0,0.0,3.0,155.0,1.0
1.0,0.0,9644.0,0.0,19.0,0.0,0.0,2.0,72.0,0.0
1.0,0.0,3603.0,0.0,4.0,0.0,1.0,2.0,28.0,0.0
1.0,0.0,1889.0,0.0,25.0,1.0,1.0,2.0,65.0,0.0
1.0,5.0,13.0,1.0,28.0,1.0,0.0,2.0,97.0,1.0
1.0,4.0,6.0,1.0,49.0,1.0,0.0,2.0,199.0,1.0
0.0,3.0,17.0,1.0,49.0,0.0,3.0,2.0,94.0,1.0
1.0,0.0,9422.0,1.0,25.0,1.0,0.0,2.0,25.0,0.0
0.0,0.0,1302.0,1.0,6.0,1.0,2.0,0.0,31.0,0.0
0.0,5.0,127.0,1.0,41.0,0.0,4.0,1.0,69.0,1.0
1.0,3.0,48.0,0.0,49.0,1.0,3.0,0.0,79.0,1.0
1.0,6.0,117.0,0.0,16.0,1.0,5.0,2.0,187.0,1.0
1.0,4.0,8.0,1.0,26.0,0.0,0.0,5.0,66.0,1.0
1.0,0.0,1412.0,0.0,4.0,1.0,3.0,0.0,71.0,0.0
1.0,0.0,1656.0,0.0,19.0,1.0,2.0,1.0,63.0,0.0
1.0,2.0,5749.0,0.0,21.0,0.0,0.0,0.0,28.0,0.0
1.0,5.0,54.0,0.0,44.0,1.0,9.0,1.0,91.0,1.0
0.0,9.0,149.0,1.0,16.0,0.0,0.0,4.0,50.0,1.0
1.0,1.0,3436.0,0.0,17.0,0.0,2.0,1.0,32.0,0.0
1.0,0.0,8992.0,0.0,6.0,0.0,1.0,2.0,19.0,0.0
0.0,4.0,131.0,0.0,12.0,1.0,0.0,3.0,155.0,1.0
0.0,2.0,53.0,1.0,23.0,1.0,3.0,4.0,69.0,1.0
0.0,5.0,91.0,1.0,17.0,1.0,1.0,3.0,105.0,1.0
1.0,0.0,2418.0,0.0,13.0,0.0,1.0,0.0,30.0,0.0
0.0,6.0,87.0,0.0,35.0,1.0,4.0,2.0,179.0,1.0
0.0,0.0,7443.0,1.0,6.0,0.0,1.0,2.0,48.0,0.0
0.0,2.0,35.0,1.0,28.0,1.0,3.0,5.0,141.0,1.0
1.0,1.0,3821.0,0.0,12.0,0.0,0.0,2.0,47.0,0.0
1.0,0.0,6259.0,0.0,7.0,1.0,1.0,2.0,19.0,0.0
1.0,0.0,5825.0,0.0,17.0,0.0,1.0,1.0,54.0,0.0
1.0,4.0,2668.0,0.0,6.0,0.0,1.0,2.0,45.0,0.0
0.0,9.0,18.0,0.0,18.0,0.0,9.0,4.0,90.0,1.0
0.0,0.0,9938.0,0.0,16.0,0.0,1.0,1.0,70.0,0.0
1.0,5.0,62.0,1.0,35.0,1.0,1.0,0.0,54.0,1.0
0.0,10.0,4.0,1.0,16.0,1.0,0.0,2.0,191.0,1.0
0.0,2.0,48.0,0.0,17.0,1.0,3.0,0.0,165.0,1.0
1.0,0.0,1799.0,0.0,21.0,0.0,0.0,0.0,26.0,0.0
1.0,1.0,9133.0,1.0,13.0,0.0,1.0,2.0,64.0,0.0
0.0,5.0,45.0,1.0,24.0,1.0,0.0,3.0,61.0,1.0
1.0,0.0,6175.0,0.0,12.0,0.0,1.0,1.0,25.0,0.0
0.0,10.0,21.0,0.0,38.0,1.0,2.0,5.0,100.0,1.0
0.0,4.0,83.0,0.0,33.0,0.0,9.0,3.0,172.0,1.0
0.0,9.0,5.0,0.0,38.0,0.0,2.0,4.0,136.0,1.0
1.0,0.0,5503.0,1.0,8.0,1.0,0.0,1.0,73.0,0.0
0.0,5.0,37.0,0.0,32.0,0.0,1.0,2.0,154.0,1.0
1.0,6.0,16.0,1.0,16.0,0.0,2.0,5.0,150.0,1.0
1.0,0.0,1985.0,1.0,18.0,0.0,3.0,1.0,59.0,0.0
1.0,0.0,6367.0,0.0,23.0,0.0,1.0,0.0,54.0,0.0
1.0,0.0,2574.0,0.0,3.0,0.0,2.0,0.0,18.0,0.0
1.0,0.0,3618.0,0.0,16.0,0.0,2.0,2.0,66.0,0.0
1.0,5.0,95.0,0.0,27.0,1.0,0.0,0.0,162.0,1.0
1.0,1.0,871.0,1.0,24.0,1.0,0.0,1.0,20.0,0.0
1.0,1.0,4729.0,0.0,11.0,1.0,0.0,1.0,26.0,0.0
0.0,1.0,4644.0,0.0,21.0,0.0,0.0,1.0,56.0,0.0
1.0,0.0,9238.0,0.0,22.0,0.0,0.0,1.0,65.0,0.0
1.0,3.0,79.0,1.0,45.0,0.0,6.0,0.0,182.0,1.0
1.0,2.0,756.0,0.0,10.0,0.0,0.0,1.0,27.0,0.0
1.0,0.0,4758.0,0.0,25.0,0.0,1.0,0.0,45.0,0.0
1.0,2.0,99.0,1.0,31.0,0.0,2.0,0.0,172.0,1.0
1.0,0.0,7421.0,0.0,11.0,0.0,0.0,1.0,28.0,0.0
1.0,8.0,105.0,1.0,15.0,1.0,4.0,1.0,54.0,1.0
1.0,3.0,412.0,1.0,23.0,0.0,0.0,0.0,72.0,0.0
1.0,0.0,7064.0,0.0,24.0,0.0,2.0,1.0,33.0,0.0
0.0,7.0,59.0,0.0,12.0,1.0,0.0,0.0,111.0,1.0
1.0,3.0,88.0,0.0,38.0,0.0,4.0,0.0,107.0,1.0
1.0,3.0,2807.0,0.0,15.0,1.0,2.0,0.0,68.0,0.0
0.0,6.0,48.0,0.0,38.0,0.0,3.0,1.0,84.0,1.0
0.0,0.0,6726.0,0.0,13.0,0.0,2.0,0.0,64.0,0.0
0.0,3.0,10.0,1.0,35.0,0.0,1.0,1.0,187.0,1.0
1.0,0.0,3978.0,0.0,20.0,1.0,0.0,1.0,56.0,0.0
0.0,5.0,79.0,1.0,13.0,1.0,0.0,4.0,91.0,1.0
0.0,4.0,24.0,1.0,13.0,0.0,5.0,2.0,110.0,1.0
1.0,4.0,155.0,1.0,41.0,0.0,2.0,3.0,62.0,1.0
1.0,0.0,9460.0,0.0,18.0,0.0,1.0,2.0,33.0,0.0
0.0,0.0,8793.0,0.0,24.0,0.0,0.0,0.0,43.0,0.0
0.0,4.0,26.0,1.0,13.0,1.0,0.0,3.0,190.0,1.0
0.0,4.0,51.0,0.0,48.0,1.0,1.0,1.0,89.0,1.0
1.0,2.0,3480.0,1.0,5.0,0.0,2.0,1.0,76.0,0.0
1.0,0.0,117.0,1.0,12.0,1.0,2.0,2.0,32.0,0.0
1.0,1.0,94.0,1.0,16.0,0.0,6.0,3.0,135.0,1.0
1.0,3.0,11.0,1.0,48.0,1.0,1.0,2.0,181.0,1.0
0.0,2.0,9573.0,0.0,14.0,0.0,2.0,1.0,37.0,0.0
1.0,0.0,5280.0,0.0,22.0,1.0,1.0,1.0,27.0,0.0
1.0,0.0,8949.0,1.0,7.0,0.0,0.0,0.0,40.0,0.0
1.0,0.0,9079.0,0.0,9.0,0.0,0.0,1.0,39.0,0.0
1.0,2.0,1417.0,0.0,9.0,0.0,1.0,1.0,73.0,0.0
1.0,5.0,18.0,1.0,47.0,0.0,8.0,0.0,145.0,1.0
1.0,5.0,39.0,1.0,19.0,0.0,1.0,2.0,107.0,1.0
1.0,3.0,98.0,0.0,30.0,0.0,2.0,0.0,65.0,1.0
0.0,1.0,9276.0,0.0,24.0,0.0,0.0,0.0,42.0,0.0
0.0,1.0,971.0,1.0,16.0,0.0,0.0,0.0,42.0,0.0
1.0,2.0,2096.0,0.0,12.0,0.0,0.0,1.0,35.0,0.0
0.0,0.0,263.0,1.0,15.0,0.0,2.0,0.0,67.0,0.0
0.0,3.0,69.0,0.0,26.0,0.0,6.0,2.0,111.0,1.0
1.0,3.0,3.0,0.0,50.0,0.0,0.0,2.0,176.0,1.0
1.0,1.0,9720.0,1.0,14.0,0.0,0.0,1.0,37.0,0.0
1.0,1.0,5719.0,0.0,16.0,0.0,1.0,0.0,59.0,0.0
0.0,3.0,75.0,1.0,10.0,1.0,7.0,2.0,55.0,1.0
1.0,0.0,9297.0,1.0,18.0,0.0,0.0,1.0,43.0,0.0
1.0,7.0,51.0,1.0,46.0,0.0,5.0,4.0,187.0,1.0
1.0,0.0,7615.0,0.0,18.0,1.0,2.0,1.0,36.0,0.0
1.0,4.0,26.0,0.0,11.0,1.0,1.0,1.0,200.0,1.0
1.0,2.0,2141.0,0.0,21.0,0.0,0.0,0.0,50.0,0.0
0.0,0.0,3105.0,1.0,22.0,0.0,1.0,1.0,42.0,0.0
1.0,5.0,62.0,0.0,26.0,1.0,0.0,1.0,137.0,1.0
1.0,0.0,3252.0,0.0,3.0,1.0,1.0,0.0,77.0,0.0
0.0,0.0,590.0,0.0,22.0,0.0,1.0,1.0,63.0,0.0
0.0,2.0,122.0,0.0,19.0,0.0,4.0,0.0,26.0,0.0
1.0,2.0,8217.0,0.0,25.0,1.0,0.0,2.0,17.0,0.0
1.0,5.0,44.0,1.0,46.0,0.0,2.0,1.0,80.0,1.0
0.0,1.0,109.0,1.0,50.0,0.0,0.0,2.0,70.0,1.0
1.0,8.0,51.0,0.0,28.0,0.0,0.0,2.0,139.0,1.0
1.0,1.0,2922.0,0.0,13.0,1.0,0.0,2.0,35.0,0.0
1.0,0.0,1310.0,0.0,15.0,0.0,0.0,2.0,31.0,0.0
0.0,3.0,12.0,0.0,32.0,1.0,9.0,2.0,199.0,1.0
1.0,0.0,4221.0,1.0,6.0,0.0,1.0,2.0,68.0,0.0
0.0,0.0,3839.0,0.0,18.0,0.0,1.0,0.0,29.0,0.0
0.0,0.0,5480.0,0.0,13.0,1.0,1.0,1.0,25.0,0.0
0.0,2.0,79.0,1.0,37.0,1.0,2.0,4.0,194.0,1.0
1.0,0.0,5901.0,0.0,25.0,0.0,1.0,2.0,55.0,0.0
1.0,1.0,9884.0,0.0,4.0,0.0,1.0,0.0,62.0,0.0
1.0,0.0,8356.0,0.0,25.0,0.0,1.0,0.0,32.0,0.0
1.0,1.0,8408.0,1.0,12.0,0.0,0.0,2.0,73.0,0.0
1.0,9.0,30.0,1.0,12.0,1.0,3.0,4.0,165.0,1.0
1.0,0.0,30.0,0.0,22.0,0.0,0.0,2.0,49.0,0.0
0.0,3.0,43.0,0.0,27.0,0.0,3.0,4.0,99.0,1.0
0.0,4.0,64.0,1.0,26.0,0.0,2.0,0.0,164.0,1.0
0.0,6.0,47.0,1.0,45.0,0.0,1.0,1.0,70.0,1.0
1.0,5.0,40.0,1.0,20.0,1.0,0.0,5.0,82.0,1.0
0.0,2.0,68.0,0.0,31.0,1.0,6.0,1.0,109.0,1.0
1.0,1.0,87.0,0.0,29.0,0.0,3.0,3.0,182.0,1.0
1.0,1.0,8800.0,0.0,5.0,0.0,1.0,1.0,15.0,0.0
1.0,7.0,114.0,0.0,19.0,1.0,9.0,2.0,120.0,1.0
1.0,0.0,7532.0,1.0,14.0,0.0,0.0,0.0,49.0,0.0
1.0,3.0,104.0,0.0,37.0,1.0,2.0,4.0,77.0,1.0
1.0,0.0,8933.0,0.0,3.0,0.0,3.0,1.0,48.0,0.0
1.0,2.0,86.0,0.0,37.0,1.0,2.0,3.0,61.0,1.0
1.0,7.0,92.0,1.0,25.0,1.0,7.0,2.0,158.0,1.0
1.0,0.0,4221.0,0.0,4.0,0.0,3.0,0.0,44.0,0.0
1.0,7.0,37.0,0.0,46.0,1.0,0.0,4.0,193.0,1.0
1.0,6.0,49.0,0.0,45.0,1.0,2.0,5.0,187.0,1.0
0.0,2.0,8.0,1.0,19.0,0.0,4.0,2.0,78.0,1.0
